관리_전유_공용_면적_pk,층_구분_코드,층_번호,면적
11560-100079173,10.0,1,48.68
11560-100079174,10.0,1,52.05
11560-100079182,40.0,0,13.25
11680-45089,20.0,0,51.73
11680-45090,40.0,0,15.12
11680-45091,10.0,1,14.09
11380-100112157,10.0,1,4.24
11380-100112158,10.0,1,12.72
11380-100112159,10.0,1,4.26
11380-100112160,10.0,1,12.78
11380-100112161,10.0,2,10.53
11380-100112162,10.0,2,31.6
11380-100111725,20.0,1,6.7
11380-100111726,20.0,2,20.08
11380-100111729,20.0,1,9.57
11380-100111464,20.0,1,25.57
11380-100111466,20.0,1,36.6
11410-100046024,20.0,1,52.8
11410-100046025,20.0,1,58.68
11410-100046028,10.0,1,129.32
11410-100046029,10.0,2,35.93
11410-100046030,20.0,2,143.99
11410-100046031,20.0,1,21.85
11410-100046032,10.0,1,2.89
11410-100046033,20.0,1,24.28
11410-100046034,10.0,1,3.2
11200-100045447,40.0,0,77.79
11215-100085520,20.0,0,57.05
11215-100085521,20.0,0,35.23
11215-100085522,20.0,0,25.06
11215-100085529,40.0,0,28.94
11215-100085530,40.0,0,17.87
11215-100085531,40.0,0,12.71
11380-100111407,20.0,1,25.24
11470-100053464,10.0,3,11.72
11470-100053466,40.0,0,49.13
11470-100053467,10.0,3,16.25
11470-100053468,10.0,2,85.26
11470-100053469,40.0,0,36.51
11470-100053470,10.0,3,12.08
11470-100053471,10.0,2,63.36
11470-100053411,10.0,2,45.33
11470-100053412,40.0,0,23.59
11470-100053413,10.0,3,7.8
11470-100053414,10.0,2,40.94
11470-100053415,40.0,0,24.47
11470-100053416,10.0,3,8.1
11470-100053417,10.0,2,42.47
11470-100053418,40.0,0,23.59
11470-100053419,10.0,2,40.94
11470-100053420,10.0,3,7.8
11470-100053421,40.0,0,26.38
11470-100053422,10.0,2,45.75
11470-100053423,10.0,3,8.73
11470-100053425,10.0,3,10.5
11470-100053426,10.0,2,55.08
11470-100053427,40.0,0,32.05
11470-100053428,10.0,3,10.6
11470-100053429,10.0,2,55.6
11470-100053430,40.0,0,29.58
11470-100053431,10.0,2,51.33
11470-100053432,10.0,3,9.78
11470-100053433,40.0,0,31.65
11470-100053434,10.0,2,54.92
11470-100053435,10.0,3,10.47
11470-100053436,40.0,0,26.12
11470-100053437,10.0,3,8.64
11470-100053439,40.0,0,23.59
11470-100053440,10.0,3,7.8
11470-100053441,10.0,2,40.94
11470-100053442,40.0,0,24.47
11470-100053443,10.0,2,42.47
11470-100053444,10.0,3,8.1
11470-100053445,40.0,0,23.59
11470-100053446,10.0,2,40.94
11470-100053405,10.0,2,39.72
11500-100196719,20.0,4,53.87
11500-100196720,20.0,5,53.87
11500-100196721,20.0,2,59.67
11500-100196722,20.0,3,59.67
11500-100196723,20.0,4,59.67
11500-100196724,20.0,5,59.67
11500-100196725,20.0,2,65.42
11500-100196726,20.0,3,65.42
11500-100196727,20.0,4,65.42
11500-100196728,20.0,5,65.42
11500-100196650,20.0,3,24.64
11500-100196651,20.0,4,24.64
11500-100196652,20.0,5,24.64
11500-100196653,20.0,1,26.88
11500-100196654,20.0,2,26.88
11500-100196655,20.0,3,26.88
11500-100196656,20.0,4,26.88
11500-100196657,20.0,5,26.88
11500-100196658,20.0,1,29.64
11500-100196659,20.0,1,29.93
11500-100196660,20.0,1,32.71
11500-100196661,20.0,1,32.71
11500-100196662,20.0,1,33.35
11500-100196663,20.0,1,33.35
11500-100196664,20.0,1,33.35
11500-100196665,20.0,1,33.35
11500-100196666,20.0,1,33.35
11500-100196667,20.0,1,33.35
11500-100196668,20.0,1,33.35
11500-100196669,20.0,1,33.35
11500-100196670,20.0,1,33.35
11500-100196671,20.0,1,33.35
11500-100196672,20.0,1,33.35
11500-100196673,20.0,1,33.35
11500-100196674,20.0,1,33.35
11500-100196675,20.0,1,33.35
11500-100196676,20.0,1,33.35
11500-100196677,20.0,1,34.82
11500-100196678,20.0,1,35.7
11500-100196679,20.0,1,37.41
11500-100196680,20.0,1,39.78
11500-100196681,20.0,2,46.17
11500-100196682,20.0,2,46.17
11500-100196683,20.0,3,46.17
11500-100196684,20.0,3,46.17
11500-100196685,20.0,4,46.17
11500-100196686,20.0,4,46.17
11500-100196687,20.0,5,46.17
11500-100196729,20.0,2,67.05
11620-100102923,10.0,1,42.75
11680-45092,20.0,0,51.73
11680-45093,40.0,0,15.12
11680-45094,10.0,1,15.15
11680-45095,20.0,0,53.07
11680-45096,40.0,0,15.52
11680-45097,10.0,1,14.45
11680-45098,20.0,0,53.07
11680-45099,40.0,0,15.52
11680-45100,10.0,1,15.54
11680-45113,20.0,0,107.57
11680-45114,40.0,0,31.45
11680-45115,10.0,1,29.29
11680-45116,20.0,0,107.57
11680-45117,40.0,0,31.45
11680-45118,10.0,1,31.5
11680-45119,20.0,0,121.23
11680-45120,40.0,0,35.45
11680-45121,10.0,1,33.0
11680-45122,20.0,0,121.23
11680-45123,40.0,0,35.45
11680-45124,10.0,1,35.5
11620-100104774,40.0,0,9.01
11620-100104775,10.0,1,3.68
11620-100104776,10.0,1,0.82
11440-15868,20.0,1,49.8
11440-15869,40.0,0,3.86
11440-15870,40.0,0,1.5
11440-15871,20.0,1,0.17
11440-15872,20.0,1,0.46
11545-100141996,20.0,0,26.95
11560-100081179,10.0,1,49.68
11200-100045355,40.0,0,1.38
11200-100045356,40.0,0,30.05
11200-100045357,40.0,0,22.57
11200-100045358,40.0,0,2.64
11200-100045359,40.0,0,57.23
11200-100045360,40.0,0,42.99
11200-100045361,40.0,0,0.37
11200-100045362,40.0,0,5.98
11200-100045364,40.0,0,2.66
11200-100045365,40.0,0,57.77
11200-100044035,20.0,0,98.89
11200-100044036,20.0,0,95.13
11200-100044037,20.0,0,88.38
11200-100044038,20.0,0,63.63
11200-100044039,20.0,0,68.39
11200-100044040,20.0,0,58.45
11200-100044041,20.0,0,54.21
11200-100044042,20.0,0,103.24
11200-100044043,20.0,0,14.35
11200-100044044,20.0,0,104.22
11200-100044045,20.0,0,13.38
11200-100044046,20.0,0,117.41
11200-100044047,20.0,0,10.86
11200-100044048,20.0,0,106.47
11200-100044049,20.0,0,72.12
11200-100044050,20.0,0,45.62
11200-100044051,20.0,0,51.36
11200-100044052,20.0,0,39.93
11200-100044053,20.0,0,49.27
11200-100044054,20.0,0,55.01
11200-100044055,20.0,0,34.85
11200-100044056,20.0,0,37.03
11200-100044057,20.0,0,42.98
11200-100044058,20.0,0,65.14
11200-100044059,10.0,0,63.16
11200-100044060,10.0,0,61.32
11200-100044061,10.0,0,92.67
11200-100044062,10.0,0,61.34
11200-100044063,10.0,0,79.1
11200-100044064,10.0,0,289.59
11200-100044065,10.0,0,405.93
11200-100044066,10.0,0,246.28
11140-100122091,20.0,1,82.15
11200-9213,10.0,1,41.22
11200-9214,10.0,2,144.72
11200-9215,40.0,0,25.08
11200-9216,10.0,1,67.91
11200-9217,10.0,1,18.76
11200-9218,40.0,0,3.15
11200-9219,10.0,1,5.35
11200-9220,10.0,1,18.76
11200-9221,40.0,0,3.24
11200-9222,10.0,1,8.7
11200-9223,10.0,1,19.04
11200-9224,40.0,0,3.3
11200-9225,10.0,1,8.94
11410-100044864,20.0,1,43.7
11470-100053840,10.0,1,149.09
11470-100053841,20.0,1,17.25
11470-100053848,10.0,0,9.4
11470-100053849,40.0,0,28.53
11470-100053851,10.0,0,1.73
11470-100053852,10.0,1,1.09
11470-100053853,40.0,0,3.3
11470-100053854,10.0,0,0.2
11680-100079811,20.0,1,51.51
11230-100066531,20.0,1,50.63
11230-100066532,20.0,1,54.45
11230-100066533,10.0,1,57.8
11230-100066534,20.0,1,58.42
11230-100066535,20.0,1,63.47
11230-100066536,20.0,1,67.0
11230-100066540,20.0,1,41.35
11230-100066541,40.0,0,7.29
11230-100066542,40.0,0,18.13
11230-100066543,40.0,0,37.0
11230-100066544,40.0,0,19.49
11230-100066545,40.0,0,39.79
11230-100066546,40.0,0,7.84
11230-100066547,40.0,0,20.69
11230-100066548,40.0,0,8.33
11230-100066549,40.0,0,42.24
11230-100066550,40.0,0,20.91
11230-100066551,40.0,0,42.69
11230-100066552,40.0,0,8.42
11230-100066553,40.0,0,22.72
11230-100066554,40.0,0,9.14
11230-100066555,40.0,0,46.38
11230-100066556,40.0,0,23.99
11230-100066557,40.0,0,9.65
11230-100066558,40.0,0,48.96
11230-100066570,40.0,0,14.8
11230-100066571,40.0,0,5.96
11230-100066572,40.0,0,30.22
11620-100103406,10.0,1,7.12
11620-100103407,10.0,1,0.45
11620-100103408,10.0,1,0.47
11620-100103409,10.0,1,0.31
11620-100103410,10.0,1,0.58
11620-100103411,10.0,1,1.64
11620-100103412,10.0,1,2.03
11620-100103413,10.0,1,0.63
11215-100087392,20.0,1,30.03
11680-100080728,20.0,2,42.38
11680-100080729,20.0,3,81.54
11680-100080730,20.0,3,41.99
11680-100080731,20.0,2,33.84
11680-100080732,20.0,3,20.17
11440-100056013,20.0,0,0.16
11440-100056014,20.0,0,0.51
11440-100056015,20.0,0,9.94
11440-100056163,20.0,2,46.76
11440-100056173,40.0,0,15.78
11440-100056174,40.0,0,16.52
11440-100056200,20.0,27,488.91
11440-100056201,20.0,3,381.31
11440-100056202,10.0,3,8.93
11440-100056203,10.0,2,210.54
11440-100056204,40.0,0,190.35
11440-100056207,10.0,2,180.8
11440-100057247,40.0,0,2.87
11440-100057248,40.0,0,7.47
11440-100057249,40.0,0,14.81
11440-100057250,40.0,0,6.7
11440-100057251,40.0,0,18.7
11440-100057252,40.0,0,37.18
11440-100057253,40.0,0,2.6
11440-100057254,40.0,0,7.3
11440-100057255,40.0,0,14.57
11200-100046251,40.0,0,22.06
11200-100046252,40.0,0,17.1
11200-100046253,10.0,5,2.87
11200-100046254,40.0,0,18.37
11200-100046255,40.0,0,23.71
11200-100046256,40.0,0,18.37
11200-100046257,40.0,0,23.71
11200-100046258,10.0,5,2.87
11200-100046259,40.0,0,17.11
11200-100046260,40.0,0,22.08
11200-100046261,10.0,5,2.68
11500-100203046,20.0,1,3.85
11500-100203047,40.0,0,6.51
11500-100203048,20.0,1,2.66
11500-100203049,10.0,1,6.07
11500-100203050,20.0,1,0.35
11500-100203051,40.0,0,3.72
11500-100203052,10.0,1,3.47
11500-100203053,20.0,1,0.21
11500-100203054,20.0,1,1.53
11500-100203070,20.0,1,5.12
11500-100203077,40.0,0,8.14
11500-100203078,20.0,1,3.32
11500-100203079,20.0,1,0.43
11500-100203080,10.0,1,7.58
11500-100203081,40.0,0,9.07
11500-100203082,10.0,1,8.46
11500-100203084,20.0,1,0.48
11500-100203085,40.0,0,9.16
11500-100203086,20.0,1,3.74
11500-100203087,20.0,1,0.49
11500-100203088,10.0,1,8.54
11500-100203083,20.0,1,3.71
11560-100082554,40.0,0,61.1202
11560-100082555,40.0,0,6.1043
11560-100082556,20.0,1,0.5525
11560-100082557,40.0,0,0.8556
11560-100082558,40.0,0,63.6563
11560-100082559,40.0,0,6.6592
11560-100082560,20.0,1,0.6027
11560-100082561,40.0,0,0.9333
11560-100082563,40.0,0,1.8985
11560-100082564,20.0,1,0.1718
11560-100082565,40.0,0,0.2661
11560-100082566,40.0,0,19.7975
11560-100082567,40.0,0,2.7467
11560-100082568,20.0,1,0.2485
11560-100082569,40.0,0,0.385
11560-100082570,40.0,0,28.6422
11560-100082571,40.0,0,2.755
11560-100082572,20.0,1,0.2494
11560-100082573,40.0,0,0.3861
11560-100082574,40.0,0,28.7293
11560-100082575,40.0,0,2.923
11560-100082576,20.0,1,0.2645
11560-100082577,40.0,0,0.4097
11560-100082578,40.0,0,30.4808
11560-100082579,40.0,0,3.078
11560-100082580,20.0,1,0.2786
11560-100082581,40.0,0,0.4314
11560-100082582,40.0,0,32.0976
11560-100082583,40.0,0,3.1008
11560-100082584,20.0,1,0.2806
11560-100082585,40.0,0,0.4346
11560-100082586,40.0,0,32.3354
11560-100082588,20.0,1,0.2822
11560-100082589,40.0,0,0.4372
11560-100082590,40.0,0,32.5256
11560-100082591,40.0,0,3.2422
11560-100082592,20.0,1,0.2934
11560-100082593,40.0,0,0.4544
11560-100082594,40.0,0,33.8095
11560-100082595,40.0,0,3.7757
11560-100082596,20.0,1,0.3417
11560-100082597,40.0,0,0.5292
11560-100082598,40.0,0,39.3731
11560-100082599,40.0,0,4.0197
11560-100082600,20.0,1,0.3638
11560-100082601,40.0,0,0.5634
11560-100082602,40.0,0,41.9171
11560-100082603,40.0,0,4.2112
11560-100082604,20.0,1,0.3811
11560-100082605,40.0,0,0.5902
11560-100082606,40.0,0,43.9143
11560-100082607,40.0,0,4.256
11560-100082608,20.0,1,0.3852
11560-100082609,40.0,0,0.5965
11560-100082610,40.0,0,44.3819
11560-100082611,40.0,0,4.5973
11560-100082612,20.0,1,0.4161
11560-100082613,40.0,0,0.6443
11560-100082614,40.0,0,47.9404
11560-100082615,40.0,0,5.1878
11560-100082616,20.0,1,0.4696
11680-100080769,20.0,6,11.73
11680-100080770,20.0,7,6.99
11680-100080771,20.0,7,14.56
11680-100080772,20.0,7,28.27
11680-100080773,20.0,1,31.19
11680-100080774,20.0,2,18.59
11680-100080775,20.0,2,38.7
11680-100080776,20.0,2,75.15
11680-100080777,10.0,1,12.05
11680-100080778,20.0,1,29.04
11680-100080779,20.0,1,14.95
11680-100080780,20.0,1,7.18
11710-100212456,20.0,1,22.82
11440-100056260,20.0,1,67.24
11440-100056261,20.0,1,32.8
11440-100056262,20.0,1,37.64
11440-100056263,20.0,1,26.75
11440-100056264,20.0,1,26.75
11440-100056265,20.0,1,323.61
11440-100056266,20.0,2,30.08
11440-100056267,20.0,2,30.08
11440-100056268,20.0,2,30.08
11440-100056269,20.0,2,30.08
11440-100056270,20.0,2,37.2
11440-100056271,20.0,2,37.82
11440-100056290,,0,0.42
11440-100056291,,0,38.05
11440-100056292,,0,27.04
11440-100056293,,0,8.68
11440-100056294,,0,0.29
11440-100056295,,0,27.04
11440-100056296,,0,0.29
11440-100056297,,0,8.68
11440-100056298,,0,104.98
11440-100056299,,1,3.56
11440-100056300,,1,327.14
11440-100056301,,0,0.33
11440-100056302,,0,9.76
11440-100056303,,0,30.41
11440-100056304,,0,9.76
11440-100056305,,0,0.33
11440-100056306,,0,30.41
11440-100056307,,0,30.41
11440-100056308,,0,9.76
11440-100056309,,0,0.33
11440-100056313,,0,12.07
11440-100056314,,0,37.66
11440-100056315,,0,0.42
11440-100056316,,0,38.23
11440-100056317,,0,0.42
11440-100056318,,0,12.27
11440-100056319,,0,7.54
11440-100056320,,0,0.26
11440-100056322,,0,0.33
11440-100056323,,0,30.71
11440-100056324,,0,9.86
11440-100056325,,0,0.32
11440-100056326,,0,9.35
11440-100056327,,0,29.14
11440-100056328,,0,0.33
11440-100056329,,0,30.71
11440-100056330,,0,9.86
11440-100056331,,0,15.42
11440-100056332,,0,0.52
11440-100056333,,0,48.09
11440-100056334,,0,10.75
11230-100069644,10.0,1,152.88
11230-100069661,40.0,0,16.93
11230-100069662,40.0,0,23.35
11230-100069663,40.0,0,23.24
11230-100069745,40.0,0,32.65
11230-100069858,40.0,0,30.68
11230-100069543,20.0,1,26.18
11230-100069544,20.0,1,39.2
11230-100069545,20.0,1,68.4
11380-100112635,40.0,0,3.51
11380-100112636,20.0,1,0.07
11380-100112637,10.0,1,0.15
11380-100112638,20.0,1,0.52
11380-100112639,10.0,1,6.7
11380-100112640,20.0,1,0.37
11380-100112641,40.0,0,3.43
11380-100112642,20.0,1,0.07
11380-100112643,20.0,1,0.34
11380-100112644,10.0,1,6.45
11380-100112645,20.0,1,0.5
11380-100112646,10.0,1,0.15
11380-100112647,40.0,0,9.57
11380-100112648,10.0,1,17.98
11380-100112649,10.0,1,0.41
11380-100112650,20.0,1,1.4
11380-100112651,20.0,1,0.18
11380-100112652,20.0,1,0.94
11380-100112653,10.0,1,67.07
11500-100005338,20.0,1,53.95
11500-100005339,20.0,1,23.58
11500-100005340,20.0,2,98.63
11500-100005341,20.0,5,11.82
11500-100005342,20.0,3,98.63
11500-100005345,20.0,1,1.62
11500-100005346,40.0,0,4.79
11500-100005347,40.0,0,19.99
11500-100005348,40.0,0,2.4
11500-100005349,40.0,0,19.99
11500-100199008,20.0,1,64.35
11500-100199009,20.0,2,77.45
11545-100142196,20.0,1,52.68
11560-100081626,20.0,0,68.24
11560-100081631,40.0,0,34.13
11110-100024296,20.0,6,16.4894
11110-100024297,20.0,6,16.4894
11110-100024298,20.0,6,16.4894
11110-100024299,20.0,6,16.1557
11110-100024300,20.0,6,22.9808
11110-100024301,20.0,6,18.1274
11110-100024302,20.0,6,16.362
11110-100024303,20.0,6,16.362
11110-100024304,20.0,6,16.362
11110-100024305,20.0,7,16.2164
11110-100024306,20.0,7,16.3984
11110-100024307,20.0,7,16.3984
11110-100024308,20.0,7,16.3074
11110-100024309,20.0,7,16.0586
11110-100024310,20.0,7,16.4894
11110-100024311,20.0,7,16.4894
11110-100024312,20.0,7,16.4894
11110-100024313,20.0,7,16.1557
11110-100024314,20.0,7,22.9808
11110-100024315,20.0,7,18.1274
11110-100024316,20.0,7,16.362
11110-100024317,20.0,7,16.362
11110-100024318,20.0,7,16.362
11110-100024319,20.0,7,16.2164
11110-100024320,20.0,8,16.3984
11110-100024321,20.0,8,16.3984
11110-100024322,20.0,8,16.3074
11110-100024323,20.0,8,16.0586
11110-100024324,20.0,8,16.4894
11110-100024325,20.0,8,16.4894
11110-100024326,20.0,8,16.4894
11110-100024327,20.0,8,16.1557
11110-100024328,20.0,8,22.9808
11110-100024329,20.0,8,18.1274
11110-100024330,20.0,8,16.362
11110-100024331,20.0,8,16.362
11110-100024332,20.0,8,16.362
11110-100024333,20.0,8,16.2164
11110-100024334,20.0,9,16.3984
11110-100024335,20.0,9,16.3984
11110-100024336,20.0,9,16.3074
11110-100024337,20.0,9,16.0586
11110-100024338,20.0,9,16.4894
11110-100024339,20.0,9,16.4894
11110-100024340,20.0,9,16.4894
11110-100024341,20.0,9,16.1557
11110-100024342,20.0,9,22.9808
11110-100024343,20.0,9,18.1274
11110-100024344,20.0,9,16.362
11110-100024345,20.0,9,16.362
11110-100024346,20.0,9,16.362
11110-100024347,20.0,9,16.2164
11110-100024348,10.0,1,208.5122
11110-100024349,10.0,1,91.4509
11110-100024350,10.0,2,197.0497
11110-100024101,20.0,1,34.94
11140-100093730,20.0,1,293.8
11545-100119297,20.0,0,3.48
11545-100119298,20.0,0,13.46
11545-100119299,20.0,0,20.81
11545-100119300,20.0,0,10.02
11545-100119301,20.0,0,2.59
11545-100119302,20.0,0,31.56
11545-100119303,20.0,0,15.2
11545-100119304,20.0,0,3.93
11545-100119305,20.0,0,22.35
11545-100119306,20.0,0,10.76
11545-100119307,20.0,0,2.78
11545-100119308,20.0,0,24.58
11545-100119309,20.0,0,11.84
11545-100119310,20.0,0,3.06
11545-100119311,20.0,0,22.35
11545-100119312,20.0,0,2.78
11560-100079332,40.0,0,72.48
11560-100079333,10.0,1,16.17
11560-100079334,10.0,1,11.92
11560-100079335,20.0,1,3.29
11560-100079346,10.0,1,37.95
11620-100100943,10.0,1,17.04
11620-100101003,20.0,1,22.34
11500-100202128,20.0,1,44.636
11500-100202144,10.0,1,3.074
11440-100052840,40.0,0,6.65
11440-100052841,40.0,0,1.29
11440-100052842,40.0,0,8.06
11440-100052843,40.0,0,1.57
11440-100052844,40.0,0,8.87
11440-100052845,40.0,0,1.72
11440-100052846,40.0,0,5.78
11440-100052847,40.0,0,1.12
11440-100052960,20.0,2,104.43
11440-100052961,10.0,1,122.3
11440-100052971,20.0,2,41.73
11440-100052972,10.0,1,43.65
11440-100052973,10.0,1,67.75
11440-100052974,20.0,2,94.5
11440-100052975,40.0,0,19.47
11440-100052976,20.0,2,5.08
11440-100052977,20.0,2,4.32
11440-100052978,40.0,0,22.12
11440-100052979,10.0,1,10.22
11440-100052992,40.0,0,7.9
11440-100052993,10.0,1,3.64
11440-100052994,40.0,0,12.26
11440-100052995,10.0,1,5.66
11440-100052996,40.0,0,17.62
11440-100052997,20.0,2,4.59
11440-100052998,20.0,2,2.4
11440-100053000,20.0,1,66.54
11440-100053001,20.0,1,8.88
11440-100053002,20.0,2,66.54
11440-100053003,20.0,2,8.88
11440-100053004,20.0,3,69.66
11440-100053005,20.0,3,8.88
11440-100053006,20.0,4,38.5
11440-100053007,20.0,4,8.88
11440-100053008,20.0,5,38.5
11440-100056335,,0,0.36
11440-100056336,,0,33.51
11440-100056337,,0,10.75
11440-100056338,,0,33.51
11440-100056339,,0,0.36
11440-100056344,,0,1.48
11440-100056345,,0,43.76
11440-100056346,,0,136.37
11440-100056347,,0,1.61
11440-100056348,,0,47.67
11440-100056349,,0,148.54
11440-100056350,,0,91.7
11440-100056351,,0,29.42
11440-100056352,,0,1.0
11440-100056380,20.0,1,16.52
11440-100056382,20.0,1,21.06
11440-100056389,20.0,1,40.94
11440-100056390,20.0,1,43.84
11440-100056391,20.0,1,1.99
11440-100056393,20.0,1,2.53
11440-100056400,40.0,0,10.4
11440-100056401,40.0,0,11.14
11440-100056402,20.0,4,682.66
11440-100056460,20.0,1,33.23
11440-100056461,20.0,1,31.71
11440-100056462,20.0,2,44.475
11440-100056463,20.0,2,33.775
11440-100061060,20.0,1,21.41
11440-100061066,40.0,0,2.07
11440-100061100,20.0,0,33.05
11440-100061160,40.0,0,21.41
11200-100046271,40.0,0,22.92
11200-100046272,40.0,0,29.58
11200-100046273,40.0,0,3.58
11620-100101018,20.0,1,5.2
11620-100100916,10.0,1,44.79
11500-100031565,20.0,1,42.84
11545-100141382,20.0,1,36.3
11545-100141389,40.0,0,14.54
11710-100216636,20.0,0,31.5
11110-100024667,20.0,1,10.88
11110-100024684,40.0,0,3.68
11110-100024685,40.0,0,0.59
11110-100024686,40.0,0,3.23
11290-18193,10.0,1,120.97
11290-18194,10.0,1,25.69
11290-18197,20.0,1,41.05
11290-18198,20.0,1,8.72
11440-100053009,20.0,5,8.88
11440-100053010,20.0,6,35.97
11440-100053011,20.0,6,8.88
11440-100053012,40.0,0,20.61
11440-100053013,40.0,0,2.75
11440-100053014,40.0,0,20.61
11440-100053015,40.0,0,2.75
11440-100053016,40.0,0,21.58
11440-100053017,40.0,0,2.75
11440-100053018,40.0,0,11.93
11440-100053019,40.0,0,2.75
11440-100053020,40.0,0,11.93
11440-100053021,40.0,0,2.75
11440-100053022,40.0,0,11.14
11440-100053023,40.0,0,2.75
11440-100053040,10.0,1,395.6
11440-100053042,20.0,1,28.41
11440-100053044,20.0,2,41.82
11440-100053045,,0,41.82
11440-100053046,20.0,2,41.82
11440-100053047,20.0,2,70.93
11440-100053048,20.0,2,40.32
11440-100053049,20.0,1,101.09
11440-100053050,10.0,1,46.51
11440-100053051,10.0,1,53.09
11440-100053052,10.0,1,114.49
11440-100053056,20.0,1,22.57
11440-100053057,20.0,1,5.3
11440-100053058,20.0,1,4.64
11440-100053059,20.0,2,5.16
11440-100053060,20.0,2,15.04
11440-100053061,20.0,2,5.89
11440-100053062,20.0,2,15.14
11440-100053063,20.0,2,5.93
11440-100053064,20.0,2,5.2
11440-100053065,20.0,2,5.2
11440-100053066,20.0,2,15.14
11440-100053067,20.0,2,5.93
11440-100053068,20.0,2,5.2
11440-100053069,20.0,2,15.14
11440-100053070,20.0,2,5.93
11440-100053071,20.0,2,8.81
11440-100053072,20.0,2,25.69
11440-100053073,20.0,2,10.06
11440-100053074,20.0,2,5.0
11440-100053075,20.0,2,5.72
11440-100053076,20.0,2,14.61
11440-100053077,20.0,1,11.92
11440-100053078,20.0,1,10.31
11440-100053079,20.0,1,11.76
11440-100056473,20.0,1,1.89
11440-100056474,20.0,1,6.14
11440-100056475,20.0,1,6.22
11440-100056476,20.0,1,1.81
11440-100056477,20.0,1,5.86
11440-100056478,20.0,2,8.72
11440-100056479,20.0,2,8.22
11440-100056480,20.0,2,2.53
11440-100056481,20.0,2,1.92
11440-100056482,20.0,2,6.62
11410-100046054,20.0,0,30.78
11410-100046055,20.0,0,34.59
11410-100046056,20.0,0,31.47
11410-100046057,20.0,0,32.13
11410-100046066,40.0,0,6.02
11410-100046067,20.0,1,0.06
11410-100046068,10.0,1,1.13
11410-100046069,10.0,1,6.49
11410-100046070,40.0,0,6.77
11410-100046071,10.0,1,1.25
11410-100046072,10.0,1,7.3
11410-100046073,20.0,1,0.06
11410-100046074,40.0,0,6.16
11410-100046075,20.0,1,0.06
11410-100046076,10.0,1,1.15
11410-100046077,10.0,1,6.64
11410-100046078,40.0,0,6.29
11410-100046079,10.0,1,1.18
11410-100046080,10.0,1,6.78
11410-100046081,20.0,1,0.06
11440-100056483,20.0,2,6.24
11440-100061985,20.0,2,44.12
11440-100061986,20.0,2,23.39
11440-100061987,20.0,2,41.06
11440-100061988,20.0,3,44.12
11440-100061989,20.0,3,23.39
11440-100061990,20.0,3,41.06
11110-100024265,20.0,4,16.3984
11110-100024266,20.0,4,16.3074
11110-100024267,20.0,4,16.0586
11110-100024268,20.0,4,16.4894
11110-100024269,20.0,4,16.4894
11110-100024270,20.0,4,16.4894
11110-100024271,20.0,4,16.1557
11110-100024272,20.0,4,22.9808
11110-100024273,20.0,4,18.1274
11110-100024274,20.0,4,16.362
11110-100024275,20.0,4,16.362
11110-100024276,20.0,4,16.362
11110-100024277,20.0,4,16.2164
11110-100024224,10.0,1,182.97
11110-100024225,10.0,2,394.25
11110-100024226,20.0,1,17.4635
11110-100024227,20.0,1,26.9
11110-100024228,20.0,1,16.4439
11110-100024229,20.0,1,16.4439
11110-100024230,20.0,1,16.4439
